projectId,status,updateTime,guaranteeWay,guaranteeContent,guarantorOrAgency,extraGuarantee
10000010000002740,9,2015-05-21 18:06:45,1,1,胡亮亮,0
10000010000002741,9,2015-05-24 18:06:45,1,0,胡夜,1
10000010000002742,10,2015-06-05 18:06:45,1,1,刘贤重,1
10000010000002743,9,2015-03-18 18:06:45,1,1,郑一菲,0
10000010000002744,10,2015-06-01 18:06:45,1,0,孙雨,1
10000010000002745,10,2015-05-11 18:06:45,1,1,刘一菲,0
10000010000002746,10,2015-03-13 18:06:45,0,1,柳月月,0
10000010000002747,9,2015-03-31 18:06:45,0,0,胡小小,0
10000010000002748,10,2015-03-20 18:06:45,1,1,胡娜娜,0
10000010000002749,9,2015-05-02 18:06:45,1,1,孙修,1
10000010000002750,9,2015-06-01 18:06:45,0,1,钱总,0
10000010000002751,10,2015-05-27 18:06:45,0,0,柳赏,1
10000010000002752,10,2015-04-18 18:06:45,1,1,潘明浩,0
10000010000002753,9,2015-03-23 18:06:45,0,1,王小小,1
10000010000002754,10,2015-03-19 18:06:45,0,1,赵一菲,0
10000010000002755,9,2015-03-25 18:06:45,1,1,柳晓东,0
10000010000002756,10,2015-03-23 18:06:45,1,0,潘娜娜,0
10000010000002757,9,2015-05-05 18:06:45,0,1,郑明浩,1
10000010000002758,10,2015-06-08 18:06:45,1,0,钱龙,0
10000010000002759,10,2015-05-29 18:06:45,0,0,潘晓东,1
10000010000002760,9,2015-04-14 18:06:45,0,1,吴修,1
10000010000002761,9,2015-05-06 18:06:45,1,1,蒋一菲,1
10000010000002762,9,2015-05-05 18:06:45,0,0,郑浩,1
10000010000002763,9,2015-03-21 18:06:45,0,0,刘楠楠,1
10000010000002764,10,2015-04-11 18:06:45,0,0,郑夜,1
10000010000002765,10,2015-03-19 18:06:45,1,1,钱月月,0
10000010000002766,10,2015-05-12 18:06:45,0,1,孙月月,0
10000010000002767,9,2015-06-03 18:06:45,1,0,钱浩,0
10000010000002768,10,2015-05-04 18:06:45,1,1,王一菲,0
10000010000002769,9,2015-05-01 18:06:45,0,0,何晓东,0
10000010000002770,9,2015-05-29 18:06:45,1,1,周浙东,0
10000010000002771,10,2015-04-07 18:06:45,1,1,柳月月,0
10000010000002772,9,2015-06-06 18:06:45,1,1,韩楠楠,0
10000010000002773,10,2015-03-21 18:06:45,0,0,韩娜娜,0
10000010000002774,10,2015-04-23 18:06:45,1,1,陈峰,1
10000010000002775,9,2015-04-07 18:06:45,0,1,陈贤重,1
10000010000002776,10,2015-03-12 18:06:45,0,1,陈晓东,1
10000010000002777,10,2015-06-06 18:06:45,1,0,潘雨,1
10000010000002778,10,2015-04-01 18:06:45,0,1,朱阳,1
10000010000002779,10,2015-03-29 18:06:45,0,1,韩总,1
10000010000002780,9,2015-03-20 18:06:45,1,0,刘亮亮,1
10000010000002781,10,2015-05-30 18:06:45,0,0,周娜娜,1
10000010000002782,9,2015-04-04 18:06:45,1,0,刘修,1
10000010000002783,10,2015-03-15 18:06:45,1,1,钱静,0
10000010000002784,9,2015-05-10 18:06:45,0,1,钱年,0
10000010000002785,9,2015-06-02 18:06:45,1,1,沈小小,0
10000010000002786,10,2015-03-12 18:06:45,0,0,钱娜娜,1
10000010000002787,9,2015-04-04 18:06:45,1,0,潘月月,1
10000010000002788,10,2015-05-20 18:06:45,0,1,卫修,0
10000010000002789,9,2015-04-01 18:06:45,1,1,韩天明,1
10000010000002790,10,2015-05-02 18:06:45,1,1,周静,0
10000010000002791,10,2015-06-08 18:06:45,1,0,赵浙东,0
10000010000002792,9,2015-05-01 18:06:45,0,1,孙星,0
10000010000002793,9,2015-05-07 18:06:45,0,0,李浩,0
10000010000002794,10,2015-05-17 18:06:45,1,0,李静,0
10000010000002795,10,2015-03-26 18:06:45,0,0,李静,1
10000010000002796,10,2015-06-04 18:06:45,0,0,杨峰,1
10000010000002797,9,2015-05-06 18:06:45,1,0,李花,0
10000010000002798,10,2015-04-24 18:06:45,0,1,刘星,1
10000010000002799,10,2015-06-03 18:06:45,1,0,杨年,1
10000010000002800,10,2015-03-18 18:06:45,0,0,沈楠楠,1
10000010000002801,10,2015-05-13 18:06:45,0,1,孙小小,0
10000010000002802,9,2015-05-16 18:06:45,1,1,胡阳,1
10000010000002803,9,2015-03-19 18:06:45,1,0,马娜娜,1
10000010000002804,9,2015-04-27 18:06:45,1,0,卫浙东,0
10000010000002805,9,2015-03-23 18:06:45,1,1,吴一菲,1
10000010000002806,9,2015-04-28 18:06:45,1,0,胡娜娜,0
10000010000002807,10,2015-06-02 18:06:45,1,0,钱修,1
10000010000002808,9,2015-05-26 18:06:45,1,1,刘天明,0
10000010000002809,10,2015-04-13 18:06:45,1,0,卫贤重,0
10000010000002810,10,2015-05-26 18:06:45,0,0,孙雨,1
10000010000002811,10,2015-04-21 18:06:45,1,0,沈浙东,0
10000010000002812,9,2015-05-04 18:06:45,1,0,李峰,1
10000010000002813,9,2015-05-15 18:06:45,1,1,胡亮亮,1
10000010000002814,10,2015-05-05 18:06:45,1,0,钱晓东,0
10000010000002815,9,2015-04-23 18:06:45,1,1,潘天明,0
10000010000002816,10,2015-04-17 18:06:45,1,1,潘星,1
10000010000002817,10,2015-03-31 18:06:45,0,1,钱亮亮,1
10000010000002818,10,2015-05-05 18:06:45,0,1,王夜,0
10000010000002819,10,2015-03-21 18:06:45,1,0,马小小,0
10000010000002820,10,2015-06-01 18:06:45,0,1,蒋小小,0
10000010000002821,9,2015-05-28 18:06:45,1,1,周贤重,1
10000010000002822,10,2015-03-22 18:06:45,1,1,李小小,0
10000010000002823,10,2015-04-09 18:06:45,0,1,钱小小,0
10000010000002824,9,2015-05-22 18:06:45,1,1,柳楠楠,0
10000010000002825,10,2015-03-26 18:06:45,1,0,孙贤重,1
10000010000002826,9,2015-04-04 18:06:45,1,0,胡花,1
10000010000002827,10,2015-05-30 18:06:45,1,1,赵峰,1
10000010000002828,10,2015-05-17 18:06:45,0,1,杨星,0
10000010000002829,10,2015-05-25 18:06:45,1,1,赵娜娜,0
10000010000002830,9,2015-05-29 18:06:45,0,1,柳雨,0
10000010000002831,10,2015-04-24 18:06:45,0,1,钱小小,0
10000010000002832,9,2015-03-14 18:06:45,1,0,王娜娜,0
10000010000002833,9,2015-04-06 18:06:45,1,0,柳修,0
10000010000002834,9,2015-04-23 18:06:45,0,1,柳峰,1
10000010000002835,10,2015-04-07 18:06:45,1,1,胡贤重,0
10000010000002836,9,2015-04-05 18:06:45,0,0,马天明,1
10000010000002837,10,2015-05-24 18:06:45,1,0,吴赏,0
10000010000002838,9,2015-06-07 18:06:45,1,1,蒋花,0
10000010000002839,10,2015-04-07 18:06:45,1,0,王赏,1
10000010000002840,10,2015-05-30 18:06:45,0,1,孙小小,1
10000010000002841,9,2015-06-08 18:06:45,0,1,沈静,1
10000010000002842,9,2015-04-04 18:06:45,0,0,胡修,0
10000010000002843,9,2015-05-31 18:06:45,0,1,胡贤重,1
10000010000002844,9,2015-04-07 18:06:45,1,1,蒋晓东,0
10000010000002845,9,2015-04-05 18:06:45,1,0,冯雨,0
10000010000002846,9,2015-04-02 18:06:45,0,0,胡年,1
10000010000002847,9,2015-05-28 18:06:45,0,0,卫年,0
10000010000002848,9,2015-03-23 18:06:45,1,1,刘修,0
10000010000002849,9,2015-03-19 18:06:45,0,1,朱一菲,1
10000010000002850,9,2015-05-15 18:06:45,0,1,周晓东,1
10000010000002851,9,2015-06-05 18:06:45,1,1,王年,1
10000010000002852,10,2015-05-30 18:06:45,0,1,卫年,0
10000010000002853,10,2015-04-07 18:06:45,0,0,潘明浩,0
10000010000002854,9,2015-03-31 18:06:45,0,0,陈亮亮,1
10000010000002855,9,2015-03-27 18:06:45,0,0,郑龙,0
10000010000002856,9,2015-05-23 18:06:45,1,0,陈贤重,0
10000010000002857,9,2015-03-31 18:06:45,0,1,卫总,1
10000010000002858,10,2015-05-28 18:06:45,1,1,朱夜,0
10000010000002859,9,2015-05-19 18:06:45,0,0,孙晓东,1
10000010000002860,9,2015-03-17 18:06:45,0,1,沈天明,1
10000010000002861,9,2015-05-28 18:06:45,1,1,柳赏,1
10000010000002862,9,2015-04-01 18:06:45,1,1,沈花,1
10000010000002863,9,2015-05-17 18:06:45,1,0,韩龙,1
10000010000002864,9,2015-03-20 18:06:45,0,0,潘修,0
10000010000002865,9,2015-05-11 18:06:45,1,1,李浙东,1
10000010000002866,10,2015-04-19 18:06:45,0,0,朱峰,0
10000010000002867,9,2015-04-15 18:06:45,1,1,卫修,0
10000010000002868,10,2015-03-30 18:06:45,0,0,朱浙东,0
10000010000002869,9,2015-03-29 18:06:45,0,1,刘浙东,0
10000010000002870,10,2015-04-22 18:06:45,1,0,张峰,1
10000010000002871,9,2015-06-06 18:06:45,1,1,孙花,1
10000010000002872,9,2015-05-08 18:06:45,0,1,王花,0
10000010000002873,10,2015-03-25 18:06:45,0,1,吴明浩,1
10000010000002874,9,2015-03-15 18:06:45,0,1,陈小小,0
10000010000002875,10,2015-05-01 18:06:45,0,1,郑晓东,0
10000010000002876,10,2015-03-19 18:06:45,1,0,孙龙,1
10000010000002877,9,2015-04-01 18:06:45,1,0,孙阳,1
10000010000002878,9,2015-05-05 18:06:45,0,1,卫静,0
10000010000002879,9,2015-05-13 18:06:45,0,0,何浩,1
10000010000002880,9,2015-03-15 18:06:45,1,1,沈阳,1
10000010000002881,10,2015-03-22 18:06:45,0,1,韩明浩,1
10000010000002882,10,2015-04-11 18:06:45,1,0,马峰,0
10000010000002883,9,2015-04-25 18:06:45,0,1,郑浙东,0
10000010000002884,10,2015-04-18 18:06:45,1,0,周明浩,0
10000010000002885,9,2015-04-13 18:06:45,1,1,赵雨,0
10000010000002886,10,2015-04-08 18:06:45,0,1,王星,0
10000010000002887,9,2015-04-08 18:06:45,0,1,胡娜娜,0
10000010000002888,10,2015-03-26 18:06:45,0,0,钱浩,1
10000010000002889,10,2015-05-05 18:06:45,1,0,孙月月,0
10000010000002890,10,2015-03-22 18:06:45,0,0,胡静,1
10000010000002891,10,2015-04-21 18:06:45,1,0,沈一菲,1
10000010000002892,9,2015-03-18 18:06:45,0,1,王修,1
10000010000002893,9,2015-04-20 18:06:45,0,0,王总,1
10000010000002894,10,2015-05-11 18:06:45,1,0,钱贤重,1
10000010000002895,10,2015-05-19 18:06:45,0,0,李浙东,0
10000010000002896,10,2015-05-22 18:06:45,0,0,胡年,0
10000010000002897,10,2015-04-11 18:06:45,0,1,王小小,1
10000010000002898,9,2015-05-26 18:06:45,0,1,冯赏,1
10000010000002899,9,2015-06-09 18:06:45,1,1,钱花,1
10000010000002900,10,2015-03-12 18:06:45,1,1,冯赏,0
10000010000002901,9,2015-06-03 18:06:45,0,1,胡赏,1
10000010000002902,9,2015-04-23 18:06:45,0,0,郑小小,1
10000010000002903,9,2015-05-20 18:06:45,0,0,孙总,1
10000010000002904,10,2015-04-24 18:06:45,1,0,张楠楠,0
10000010000002905,9,2015-05-19 18:06:45,0,0,陈总,0
10000010000002906,10,2015-05-02 18:06:45,0,0,何雨,0
10000010000002907,10,2015-04-09 18:06:45,0,1,朱静,1
10000010000002908,9,2015-06-07 18:06:45,1,1,王小小,1
10000010000002909,9,2015-04-15 18:06:45,0,0,马修,1
10000010000002910,9,2015-05-01 18:06:45,1,1,赵花,0
10000010000002911,9,2015-05-16 18:06:45,1,1,钱晓东,0
10000010000002912,10,2015-05-16 18:06:45,0,1,卫天明,1
10000010000002913,9,2015-03-27 18:06:45,0,0,胡峰,0
10000010000002914,10,2015-04-02 18:06:45,0,1,杨总,1
10000010000002915,10,2015-05-17 18:06:45,1,0,刘浙东,1
10000010000002916,9,2015-04-23 18:06:45,0,0,马天明,1
10000010000002917,9,2015-05-17 18:06:45,0,0,王浙东,1
10000010000002918,9,2015-05-26 18:06:45,0,0,蒋修,1
10000010000002919,9,2015-03-13 18:06:45,0,0,蒋明浩,0
10000010000002920,9,2015-03-12 18:06:45,0,1,孙夜,0
10000010000002921,10,2015-05-20 18:06:45,1,1,马娜娜,1
10000010000002922,9,2015-05-09 18:06:45,1,1,吴雨,1
10000010000002923,9,2015-05-30 18:06:45,0,1,孙亮亮,1
10000010000002924,10,2015-03-26 18:06:45,1,1,蒋天明,0
10000010000002925,9,2015-04-29 18:06:45,1,1,杨阳,0
10000010000002926,9,2015-05-15 18:06:45,1,1,张龙,0
10000010000002927,10,2015-03-17 18:06:45,0,0,王修,0
10000010000002928,9,2015-03-12 18:06:45,0,1,柳亮亮,0
10000010000002929,9,2015-04-11 18:06:45,0,1,李浩,1
10000010000002930,10,2015-04-17 18:06:45,1,1,吴雨,0
10000010000002931,10,2015-04-11 18:06:45,1,0,孙天明,1
10000010000002932,10,2015-06-08 18:06:45,1,0,沈星,0
10000010000002933,9,2015-04-01 18:06:45,0,0,赵娜娜,0
10000010000002934,10,2015-05-20 18:06:45,0,1,马修,0
10000010000002935,9,2015-05-30 18:06:45,1,1,张峰,1
10000010000002936,10,2015-04-26 18:06:45,0,1,沈亮亮,0
10000010000002937,9,2015-04-03 18:06:45,1,1,马亮亮,1
10000010000002938,9,2015-03-18 18:06:45,1,1,潘贤重,0
10000010000002939,9,2015-04-20 18:06:45,1,0,吴娜娜,1
10000010000002940,9,2015-05-18 18:06:45,0,1,刘夜,0
10000010000002941,9,2015-05-21 18:06:45,1,0,蒋修,1
10000010000002942,10,2015-05-18 18:06:45,0,1,韩浙东,0
10000010000002943,10,2015-06-07 18:06:45,0,0,韩赏,0
10000010000002944,10,2015-04-12 18:06:45,1,1,马星,1
10000010000002945,9,2015-04-13 18:06:45,0,1,赵雨,0
10000010000002946,9,2015-03-14 18:06:45,1,0,钱贤重,1
10000010000002947,10,2015-05-03 18:06:45,0,1,马年,1
10000010000002948,10,2015-03-15 18:06:45,0,0,陈总,0
10000010000002949,9,2015-03-21 18:06:45,1,1,赵晓东,1
10000010000002950,9,2015-05-23 18:06:45,1,0,沈明浩,1
10000010000002951,10,2015-03-28 18:06:45,1,1,韩雨,0
10000010000002952,9,2015-05-12 18:06:45,1,0,王阳,1
10000010000002953,10,2015-04-23 18:06:45,1,0,赵修,1
10000010000002954,10,2015-04-16 18:06:45,1,1,冯修,0
10000010000002955,10,2015-04-14 18:06:45,1,1,李花,0
10000010000002956,10,2015-03-23 18:06:45,1,0,何星,0
10000010000002957,10,2015-05-11 18:06:45,1,0,赵赏,1
10000010000002958,10,2015-04-28 18:06:45,0,0,朱花,1
10000010000002959,9,2015-06-05 18:06:45,1,1,张楠楠,0
10000010000002960,9,2015-04-11 18:06:45,1,0,蒋雨,0
10000010000002961,10,2015-05-25 18:06:45,1,0,孙晓东,1
10000010000002962,9,2015-04-05 18:06:45,0,1,柳年,1
10000010000002963,9,2015-05-20 18:06:45,0,1,赵星,0
10000010000002964,10,2015-05-01 18:06:45,1,0,蒋天明,0
10000010000002965,9,2015-03-23 18:06:45,1,1,赵花,1
10000010000002966,9,2015-05-10 18:06:45,1,1,刘月月,0
10000010000002967,9,2015-06-07 18:06:45,1,1,柳峰,1
10000010000002968,9,2015-04-29 18:06:45,1,0,陈静,1
10000010000002969,9,2015-03-15 18:06:45,0,0,郑龙,1
10000010000002970,9,2015-05-19 18:06:45,0,1,孙一菲,1
10000010000002971,9,2015-03-13 18:06:45,1,0,何龙,1
10000010000002972,10,2015-05-11 18:06:45,1,0,钱一菲,0
10000010000002973,10,2015-04-28 18:06:45,1,0,胡静,1
10000010000002974,9,2015-06-04 18:06:45,0,0,赵天明,0
10000010000002975,9,2015-06-03 18:06:45,1,0,吴雨,0
10000010000002976,10,2015-05-05 18:06:45,0,0,蒋月月,0
10000010000002977,10,2015-05-27 18:06:45,0,0,马浙东,1
10000010000002978,9,2015-04-20 18:06:45,0,1,张天明,0
10000010000002979,10,2015-03-23 18:06:45,1,0,韩小小,1
10000010000002980,10,2015-06-03 18:06:45,1,1,张花,0
10000010000002981,10,2015-06-07 18:06:45,0,0,陈赏,0
10000010000002982,10,2015-06-02 18:06:45,0,0,陈晓东,1
10000010000002983,10,2015-05-03 18:06:45,1,1,沈雨,0
10000010000002984,9,2015-03-16 18:06:45,1,1,孙天明,0
10000010000002985,9,2015-06-05 18:06:45,1,1,冯一菲,0
10000010000002986,10,2015-05-31 18:06:45,1,0,何赏,1
10000010000002987,9,2015-06-02 18:06:45,0,0,郑峰,0
10000010000002988,10,2015-04-14 18:06:45,0,0,柳赏,0
10000010000002989,10,2015-04-02 18:06:45,0,0,蒋峰,0
10000010000002990,9,2015-06-02 18:06:45,0,0,王峰,1
10000010000002991,10,2015-03-20 18:06:45,0,0,蒋月月,0
10000010000002992,10,2015-03-21 18:06:45,1,0,赵龙,1
10000010000002993,9,2015-05-19 18:06:45,1,1,李一菲,1
10000010000002994,10,2015-04-06 18:06:45,1,0,马花,1
10000010000002995,9,2015-03-14 18:06:45,1,0,胡阳,0
10000010000002996,10,2015-03-30 18:06:45,0,0,杨娜娜,1
10000010000002997,10,2015-04-02 18:06:45,1,0,吴晓东,1
10000010000002998,9,2015-05-04 18:06:45,1,0,陈明浩,1
10000010000002999,9,2015-05-23 18:06:45,0,0,郑明浩,1
10000010000003000,9,2015-06-06 18:06:45,1,0,蒋峰,0
10000010000003001,10,2015-06-03 18:06:45,0,1,陈年,0
10000010000003002,9,2015-05-09 18:06:45,0,1,周晓东,1
10000010000003003,10,2015-04-16 18:06:45,0,1,郑天明,1
10000010000003004,10,2015-05-17 18:06:45,1,1,孙年,0
10000010000003005,10,2015-06-06 18:06:45,0,0,郑修,0
10000010000003006,9,2015-05-22 18:06:45,1,0,马花,1
10000010000003007,9,2015-04-11 18:06:45,1,0,冯雨,1
10000010000003008,10,2015-03-20 18:06:45,1,0,钱雨,0
10000010000003009,10,2015-03-18 18:06:45,0,1,马楠楠,0
10000010000003010,9,2015-06-01 18:06:45,0,1,胡总,0
10000010000003011,10,2015-05-04 18:06:45,1,0,杨龙,0
10000010000003012,10,2015-03-31 18:06:45,0,1,吴明浩,1
10000010000003013,10,2015-06-05 18:06:45,1,0,孙楠楠,0
10000010000003014,10,2015-03-29 18:06:45,0,0,周明浩,1
10000010000003015,10,2015-03-25 18:06:45,0,1,周修,0
10000010000003016,9,2015-03-25 18:06:45,1,0,卫阳,1
10000010000003017,10,2015-05-21 18:06:45,0,0,赵浩,1
10000010000003018,9,2015-05-30 18:06:45,1,1,吴峰,1
10000010000003019,10,2015-04-15 18:06:45,0,0,刘雨,1
10000010000003020,10,2015-05-15 18:06:45,0,1,周龙,0
10000010000003021,10,2015-06-03 18:06:45,1,1,潘天明,1
10000010000003022,10,2015-05-19 18:06:45,1,0,韩小小,1
10000010000003023,9,2015-03-14 18:06:45,1,1,钱静,1
10000010000003024,9,2015-03-21 18:06:45,0,1,王月月,1
10000010000003025,10,2015-05-02 18:06:45,1,1,胡亮亮,1
10000010000003026,10,2015-06-02 18:06:45,0,0,孙亮亮,0
10000010000003027,10,2015-04-07 18:06:45,0,0,潘夜,1
10000010000003028,10,2015-04-27 18:06:45,0,1,韩静,1
10000010000003029,10,2015-06-08 18:06:45,1,1,吴浙东,0
10000010000003030,10,2015-05-14 18:06:45,1,0,吴浙东,1
10000010000003031,10,2015-05-16 18:06:45,0,1,张阳,1
10000010000003032,9,2015-03-30 18:06:45,1,1,王娜娜,0
10000010000003033,9,2015-05-04 18:06:45,0,0,赵阳,1
10000010000003034,10,2015-03-28 18:06:45,1,1,李浩,0
10000010000003035,9,2015-04-14 18:06:45,0,1,郑龙,0
10000010000003036,10,2015-04-29 18:06:45,0,1,李总,1
10000010000003037,10,2015-04-21 18:06:45,0,0,李峰,0
10000010000003038,9,2015-04-17 18:06:45,0,1,刘浩,1
10000010000003039,10,2015-03-31 18:06:45,0,0,朱小小,1
10000010000003040,9,2015-06-01 18:06:45,1,0,刘一菲,0
10000010000003041,10,2015-03-19 18:06:45,0,0,马小小,0
10000010000003042,10,2015-05-15 18:06:45,1,0,吴龙,1
10000010000003043,10,2015-04-18 18:06:45,1,0,孙雨,0
10000010000003044,9,2015-04-23 18:06:45,1,0,杨天明,0
10000010000003045,10,2015-03-20 18:06:45,1,1,杨星,1
10000010000003046,10,2015-05-07 18:06:45,1,1,郑贤重,1
10000010000003047,9,2015-04-13 18:06:45,0,0,杨楠楠,0
10000010000003048,10,2015-04-06 18:06:45,0,1,潘星,1
10000010000003049,10,2015-03-12 18:06:45,0,0,柳明浩,1
10000010000003050,10,2015-06-09 18:06:45,1,1,冯赏,1
10000010000003051,9,2015-03-19 18:06:45,1,1,潘年,1
10000010000003052,9,2015-03-29 18:06:45,1,0,朱雨,0
10000010000003053,9,2015-04-05 18:06:45,0,0,赵雨,0
10000010000003054,10,2015-05-22 18:06:45,1,1,蒋峰,0
10000010000003055,9,2015-03-17 18:06:45,1,1,冯楠楠,1
10000010000003056,10,2015-03-31 18:06:45,0,0,柳浩,0
10000010000003057,10,2015-03-20 18:06:45,1,1,韩修,0
10000010000003058,9,2015-04-04 18:06:45,0,0,马峰,0
10000010000003059,9,2015-05-14 18:06:45,1,1,钱花,0
10000010000003060,9,2015-03-31 18:06:45,0,1,孙晓东,0
10000010000003061,10,2015-04-22 18:06:45,0,1,李一菲,1
10000010000003062,9,2015-06-06 18:06:45,1,0,蒋龙,0
10000010000003063,10,2015-05-18 18:06:45,1,0,刘阳,0
10000010000003064,10,2015-04-23 18:06:45,0,1,柳峰,0
10000010000003065,10,2015-04-12 18:06:45,0,1,柳浙东,1
10000010000003066,9,2015-04-10 18:06:45,0,0,周修,1
10000010000003067,10,2015-04-24 18:06:45,1,0,赵月月,0
10000010000003068,9,2015-04-11 18:06:45,0,1,孙静,1
10000010000003069,10,2015-04-09 18:06:45,0,1,潘亮亮,1
10000010000003070,9,2015-06-01 18:06:45,0,1,郑小小,0
10000010000003071,10,2015-03-18 18:06:45,0,1,朱夜,0
10000010000003072,9,2015-06-08 18:06:45,0,0,郑亮亮,1
10000010000003073,9,2015-04-09 18:06:45,1,1,韩天明,0
10000010000003074,10,2015-05-01 18:06:45,0,0,刘浙东,1
10000010000003075,9,2015-04-29 18:06:45,0,0,潘浙东,1
10000010000003076,9,2015-04-07 18:06:45,1,0,冯浩,0
10000010000003077,10,2015-05-20 18:06:45,1,1,钱峰,1
10000010000003078,10,2015-06-03 18:06:45,0,1,潘天明,0
10000010000003079,9,2015-05-04 18:06:45,0,1,郑阳,1
10000010000003080,10,2015-04-16 18:06:45,0,0,冯小小,1
10000010000003081,10,2015-04-14 18:06:45,0,0,朱年,0
10000010000003082,10,2015-03-29 18:06:45,1,1,冯龙,0
10000010000003083,10,2015-06-01 18:06:45,1,0,卫峰,1
10000010000003084,10,2015-04-11 18:06:45,1,0,马浙东,1
10000010000003085,9,2015-04-22 18:06:45,0,0,卫一菲,0
10000010000003086,10,2015-04-29 18:06:45,0,0,韩阳,0
10000010000003087,9,2015-05-30 18:06:45,0,1,王总,1
10000010000003088,9,2015-03-16 18:06:45,0,0,卫年,0
10000010000003089,9,2015-05-13 18:06:45,0,1,韩一菲,0
10000010000003090,9,2015-04-01 18:06:45,0,0,刘天明,0
10000010000003091,9,2015-05-06 18:06:45,0,1,孙峰,1
10000010000003092,9,2015-06-09 18:06:45,1,1,沈阳,1
10000010000003093,10,2015-04-24 18:06:45,1,0,何赏,1
10000010000003094,9,2015-03-12 18:06:45,1,0,刘浙东,0
10000010000003095,9,2015-04-03 18:06:45,1,0,杨浩,0
10000010000003096,10,2015-05-01 18:06:45,0,0,陈花,1
10000010000003097,9,2015-04-11 18:06:45,0,1,周年,1
10000010000003098,10,2015-04-29 18:06:45,0,0,钱修,1
10000010000003099,10,2015-03-13 18:06:45,0,0,马天明,0
10000010000003100,9,2015-05-03 18:06:45,0,0,朱浩,1
10000010000003101,9,2015-05-30 18:06:45,0,1,冯赏,0
10000010000003102,10,2015-03-14 18:06:45,0,1,柳静,1
10000010000003103,10,2015-03-14 18:06:45,0,0,吴楠楠,1
10000010000003104,9,2015-03-19 18:06:45,1,1,钱星,0
10000010000003105,9,2015-05-29 18:06:45,0,1,柳修,0
10000010000003106,9,2015-04-03 18:06:45,1,0,李亮亮,0
10000010000003107,9,2015-03-31 18:06:45,0,1,何月月,0
10000010000003108,10,2015-05-24 18:06:45,1,1,赵修,1
10000010000003109,9,2015-05-22 18:06:45,0,0,刘年,1
10000010000003110,10,2015-05-03 18:06:45,1,1,柳总,0
10000010000003111,9,2015-05-16 18:06:45,1,1,刘星,0
10000010000003112,9,2015-03-12 18:06:45,0,0,何楠楠,0
10000010000003113,9,2015-04-16 18:06:45,0,0,杨浩,1
10000010000003114,9,2015-05-25 18:06:45,0,1,沈赏,0
10000010000003115,9,2015-06-01 18:06:45,0,0,朱明浩,0
10000010000003116,10,2015-05-23 18:06:45,0,1,胡修,0
10000010000003117,10,2015-05-12 18:06:45,1,1,周龙,0
10000010000003118,9,2015-04-27 18:06:45,1,1,张峰,0
10000010000003119,9,2015-04-10 18:06:45,0,1,李峰,0
10000010000003120,9,2015-04-22 18:06:45,1,0,蒋龙,0
10000010000003121,10,2015-04-25 18:06:45,1,1,钱晓东,1
10000010000003122,9,2015-03-29 18:06:45,1,0,马天明,0
10000010000003123,9,2015-03-28 18:06:45,1,0,胡赏,1
10000010000003124,9,2015-05-29 18:06:45,0,0,王雨,1
10000010000003125,10,2015-03-15 18:06:45,1,1,朱阳,0
10000010000003126,10,2015-05-04 18:06:45,0,0,王一菲,0
10000010000003127,9,2015-05-16 18:06:45,0,1,周峰,1
10000010000003128,9,2015-05-21 18:06:45,0,1,钱一菲,0
10000010000003129,9,2015-05-26 18:06:45,1,1,杨雨,1
10000010000003130,9,2015-04-07 18:06:45,0,1,潘年,0
10000010000003131,9,2015-05-20 18:06:45,1,1,卫静,1
10000010000003132,10,2015-03-30 18:06:45,0,0,周峰,0
10000010000003133,10,2015-03-14 18:06:45,0,0,赵星,0
10000010000003134,10,2015-05-17 18:06:45,0,0,陈贤重,0
10000010000003135,10,2015-04-10 18:06:45,1,0,马一菲,0
10000010000003136,9,2015-03-17 18:06:45,1,1,张峰,1
10000010000003137,10,2015-03-31 18:06:45,1,0,张明浩,1
10000010000003138,9,2015-05-21 18:06:45,1,1,钱静,1
10000010000003139,9,2015-04-01 18:06:45,0,0,刘晓东,0
10000010000003140,10,2015-04-17 18:06:45,1,1,杨静,1
10000010000003141,10,2015-04-11 18:06:45,1,0,潘一菲,1
10000010000003142,10,2015-03-14 18:06:45,1,1,王星,1
10000010000003143,9,2015-04-14 18:06:45,1,1,韩星,0
10000010000003144,10,2015-04-30 18:06:45,0,1,蒋星,0
10000010000003145,10,2015-05-04 18:06:45,1,1,赵娜娜,1
10000010000003146,10,2015-03-25 18:06:45,1,0,李年,0
10000010000003147,10,2015-04-08 18:06:45,0,1,陈月月,1
10000010000003148,9,2015-04-28 18:06:45,1,1,刘雨,0
10000010000003149,10,2015-05-22 18:06:45,0,0,韩峰,0
10000010000003150,10,2015-04-13 18:06:45,0,0,王修,1
10000010000003151,9,2015-04-05 18:06:45,1,1,韩修,0
10000010000003152,10,2015-05-05 18:06:45,0,0,钱阳,1
10000010000003153,9,2015-05-23 18:06:45,0,1,马修,0
10000010000003154,9,2015-04-17 18:06:45,1,1,杨浙东,0
10000010000003155,10,2015-04-12 18:06:45,0,0,钱浙东,1
10000010000003156,9,2015-06-01 18:06:45,0,0,孙楠楠,1
10000010000003157,9,2015-04-01 18:06:45,0,0,潘浙东,1
10000010000003158,9,2015-05-18 18:06:45,0,1,郑雨,1
10000010000003159,9,2015-03-16 18:06:45,1,0,钱花,0
10000010000003160,9,2015-03-26 18:06:45,0,1,刘亮亮,0
10000010000003161,9,2015-03-31 18:06:45,0,1,郑雨,0
10000010000003162,10,2015-04-05 18:06:45,0,1,张阳,1
